job_title,Company,Area,employer_email,employer_contact_number,Salary,job_highlights,job_description,career_level,Qualification,years_of_experience,job_type,company_website,job_link,job_functions,Industry,search_term,date_posted,date_scraped,jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
"Senior Engineer / Engineer, Software Development",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Not Specified,,,Not Specified,"['Software Development', 'algorithms implementation', 'R&D projects with good exposure']","['Reference #:', '\xa0CTO/CCT/MSA/2767a-b/210820', 'Job Responsibilities', 'Software development and algorithms implementation using C++, C# or Python.', 'Prepare complete testing plans for the deliverables and develop testing platforms', 'Execute variou...",Senior,Degree,1,"Full Time, Contract",http://www.astri.org,/hk/en/job/senior-engineer-engineer-software-development-100003008817070,"Engineering, Electrical / Electronics, Information Technology (IT), Application Specialist - Software, Software Development",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,,,1,1,,
Technical Director (New Media Business),Sing Tao Management Services Limited,Not Specified,,,Not Specified,"['Lead team to design and develop a set of processes', 'Demonstrate DevOps-in-practice', '7 years of experience in designing, architecting']","['Responsibilities:', 'Lead a team of DevOps engineers to design and develop a set of processes, best practices, guidelines, standards and tools base on DevOps framework. Conduct project tracking to ensure the works are delivered on schedule and with hig...",Senior,Degree,7,"Full Time, Permanent",Not Specified,/hk/en/job/technical-director-new-media-business-100003008824974,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development",Media/Publishing/Printing,Data Scientist,10/19/2021,22-10-2021,,1,,,,,,
Technical Support,Modern Bachelor Education Limited,Not Specified,,,Not Specified,"['Five Days Work', 'In-house IT support', 'Fresh graduates will be considered']","['Job responsibilities', 'Perform 1st tier system and network support to centers and users in office', 'Install and set up user workstations and computers', 'Troubleshoot for in-house server and network problems', 'System monitoring administration, logs ...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/technical-support-100003008829904,"Information Technology (IT), Support",Education,Data Scientist,10/20/2021,22-10-2021,,,,,,,,
System Support Specialist,Chinasoft International Technology Service (Hong Kong) Limited,Not Specified,,,Not Specified,"['5 days work + medical insurance', 'Be responsible, self-motivated', 'Immediately available is highly preferred']","['Responsibility:', 'Report to Project Manager to perform work in the office;', 'Perform data analytics including data collection, consolidation, entry, analytic and management;', 'Deliver d', 'ata analysis reports, surveys and consolidated reports, web ...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/system-support-specialist-100003008822981,"Information Technology (IT), Support, Network & System, Others",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,1,,,,,
Senior Developer (Java Developer),METRO Sourcing International Limited,Not Specified,,,Not Specified,"['Exp in development with knowledge of Oracle DB', ""Resp. for applications' design, development & mgt"", 'MNC, 5 days work, double pay, performance bonus']","['Role Purpose:', 'Our Senior Developer is not only responsible for the design, development and management of our Java-based applications, but also works together with the teams to take our digital workflows forward.', 'Tasks for a typical day:', 'Involv...",Entry,Degree,3,"Full Time, Permanent",Not Specified,/hk/en/job/senior-developer-java-developer-100003008829476,"Information Technology (IT), Application Specialist - Software, Software Development, UI/UX Designer",Trading and Distribution,Data Scientist,10/20/2021,22-10-2021,,1,1,,,,,
"Analyst Programmer, Information Technology",Wong's Kong King Holdings Limited,Not Specified,,"['2343 9190', '2343 9190']",Not Specified,"['Listed Company', 'Five Day Workweek', 'Bank Holidays']","['Requirements & responsibilities:-', 'Degree in Information Technology or Computer Science or related disciplines', 'At least 2 years of experience developing\xa0', 'web-based applications for desktops and mobile devices', 'Minimum 1 year experience in ...",Middle,Degree,2,"Full Time, Permanent",http://www.wkk.com.hk,/hk/en/job/analyst-programmer-information-technology-100003008829529,"Information Technology (IT), Software Development",Electronics/Electrical Equipment,Data Scientist,10/20/2021,22-10-2021,,,,,,,1,
Web Developer/ Senior Programmer/ Programmer,Many Wells Property Agent Limited,Not Specified,,,Not Specified,"['Discretionary Gratitude', 'Fresh Graduates are welcome', ""Maintain the company's Website and related Website""]","['Job Responsibilities:', ""Maintain the company's Website and related Websites Design & Contents\xa0"", 'Assist in user requirement study, system analysis and design, implementation, testing and deployment', '\xa0', 'Job Requirements:', 'Diploma or above ...",Senior,Not Specified,1,Full Time,http://www.manywells.com.hk,/hk/en/job/web-developer-senior-programmer-programmer-100003008826905,"Information Technology (IT), IT - Webmaster / SEO, Software Development, Network & System",Property Management / Consultancy,Data Scientist,10/19/2021,22-10-2021,,1,,,,,,
(Assistant) Business Analyst / Marketing / Technical Sales / Consultant,Xensetech Limited,Not Specified,,,Not Specified,"['Marketing and sales activities', 'Conduct user requirement collection', 'Handle on-going enquiries']","['Job Duties:', 'Involve in marketing and sales activities to promote use of innovation technologies to both internal and external users;', 'Conduct user requirement collection, UAT, training and consultancy services;', 'Handle on-going enquiries and mai...",Entry,Degree,1,"Full Time, Permanent",Not Specified,/hk/en/job/assistant-business-analyst-marketing-technical-sales-consultant-100003008818113,"Information Technology (IT), Product Management / Business Analyst, Marketing / Public Relations, Digital Marketing",Architecture/Building/Construction,Data Scientist,10/18/2021,22-10-2021,,,,,,,1,
Application Architect (FinTech and Innovation Department),United Asia Finance Limited,Not Specified,,,Not Specified,"['Double pay and discretionary bonus', 'Drive system/ software architecture design', 'Degree or above in Computer Science, IT']","['We are inviting ', 'an experienced ', 'candidate to take up the role specializing in', '“', 'defining application ', 'architecture standards', ',', 'maintaining design guideline', ',', 'providing development toolkits for online and mobile application...",Middle,Degree,8,"Full Time, Permanent",Not Specified,/hk/en/job/application-architect-fintech-and-innovation-department-100003008825189,"Information Technology (IT), Software Development, Security, Network & System",Financial Services,Data Scientist,10/19/2021,22-10-2021,,1,,,,,,
Senior Programmer  (in- house/ digital solution house/ banking) Circa 25-35K - (.NET),Bonanza Recruit Limited,Not Specified,,['6324 7116'],Not Specified,"['.net development', '5 days work week', 'Great benefits']","['Responsibilities:', 'Provide programming service for digital marketing projects;', 'Work closely with design team and project team for final digital deliverable;', 'Perform interface design, programming, user acceptance test and documentations;', 'Dail...",Entry,Non-Degree Tertiary,2,"Full Time, Permanent",Not Specified,/hk/en/job/senior-programmer-in-house-digital-solution-house-banking-circa-25-35k-net-100003008826554,"Information Technology (IT), Application Specialist - Software, Support, Software Development",Human Resources Management/Consultancy,Data Scientist,10/19/2021,22-10-2021,,1,,,,,,
Data Analytics Engineering Manager - Leading Insurance Group,Pinpoint Asia Limited,Not Specified,,,HK$90K - 120K /month,"['Design and Build', 'Engineering Architecture', 'Data Analytics Platform']","['Our client, a leading insurance group, is looking for an Engineering Lead in Data Analytics for their greenfield technology platform. The selected candidate will be leading the data technology transformation. Great opportunity for someone to lead one o...",Senior,Degree,10,Full Time,http://www.pinpointasia.com,/hk/en/job/data-analytics-engineering-manager-leading-insurance-group-100003008811986,"Information Technology (IT), DBA, IT Project Management / Team Lead, Software Development",Human Resources Management/Consultancy,Data Scientist,10/12/2021,22-10-2021,105,1,1,1,1,1,1,
Assistant Analyst Programmer,Hong Kong Convention and Exhibition Centre (Management) Limited,Not Specified,,['2582 7034'],Not Specified,"['Develop & design program spec, test & support plan', 'Oracle, AIX, RS/6000, UNIX, NT, Power Builder', 'Good accounting and general business concepts']","['Responsibilities:', 'Maintains a reliable and efficient Management Information System to facilitate a smooth operation for the user departments to provide reliable and efficient services to customers', 'Assists in developing programs assigned and provi...",Entry,Non-Degree Tertiary,2,"Full Time, Permanent",http://www.hkcec.com,/hk/en/job/assistant-analyst-programmer-100003008822731,"Information Technology (IT), Software Development, Network & System",Hospitality/Catering,Data Scientist,10/18/2021,22-10-2021,,,,,,,1,
Technical Manager (Architecture),KPMG Executive Recruitment Limited,Not Specified,,,Not Specified,"['10 yrs exp Software analysis, architecture', '8 yrs+ exp in application design', 'Exp in complex, large scale distributed system']","['KPMG is a global network of professional services firms providing Audit, Tax and Advisory services. KPMG Executive Search and Recruitment is a business unit of KPMG China and is one of the few recruitment consultancy firms in Hong Kong that is part of ...",Senior,Not Specified,1,Full Time,http://www.kpmg.com.hk,/hk/en/job/technical-manager-architecture-100003008830118,"Information Technology (IT), Others",Trading and Distribution,Data Scientist,10/20/2021,22-10-2021,,,,,,,,
"Senior Engineer / Engineer, Cyber Security",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Not Specified,,,Not Specified,"['Cybersecurity', 'Perform security assessment', 'Threat analysis']","['Reference #:\xa0CTO/CCT/CSA/2789/210928', 'Job Responsibilities', 'Conduct innovative R&D work on cybersecurity areas', 'Perform security assessment, threat analysis, vulnerability research and penetration test for web apps and network', 'Explore emerg...",Senior,Degree,1,Contract,http://www.astri.org,/hk/en/job/senior-engineer-engineer-cyber-security-100003008807483,"Information Technology (IT), Software Development, Security, Sciences, Lab, R&D, Research & Development (R&D)",Information Technology,Data Scientist,10/16/2021,22-10-2021,,,,,,1,,
